web-scraper-order,web-scraper-start-url,linklistProduk,linklistProduk-href,LinkProduk,LinkProduk-href,NamaProduk,HargaPoduk,DeskripsiProduk
"1750671674-60","https://www.tokopedia.com/avoskinofficial/product","Toner","https://www.tokopedia.com/avoskinofficial/etalase/toner",">44%Toner Avoskin Perfect Hydrating Treatment Essence 100ml-Kulit GlowingRp190.000Rp339.000Hemat s.d. 5% Pakai Bonus4.910rb+ terjual","https://www.tokopedia.com/avoskinofficial/toner-avoskin-perfect-hydrating-treatment-essence-100ml-kulit-glowing-1729382373276025868?extParam=whid%3D2812268%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","Toner Avoskin Perfect Hydrating Treatment Essence 100ml-Kulit Glowing - white","Rp190.000","Perfect Hydrating Treatment Essence (100 ml)
 
Perfect Hydrating Treatment Essence adalah produk unggulan Avoskin yang terlaris hingga saat ini.  Produk ini berfungsi untuk menjaga kesegaran dan kelembapan kulit. Diperkaya dengan ascorbic acid/ETVC, ekstrak chamomile, carrot oil dan rosehip oil, rasakan sensasi menyejukkan yang mampu membuat kulit terasa lebih lembut dan kenyal, cerah alami, dengan pori-pori wajah yang kian mengecil dari hari ke hari dengan pemakaian rutin.
Avoskin Perfect Hydrating Treatment Essence bisa digunakan mulai dari usia 14 tahun.
 
Cara pemakaian: Tuang essence ke telapak tanganmu. Lalu, aplikasikan ke seluruh wajah dan leher hingga terserap sempurna. Gunakan setiap pagi dan malam setelah mencuci wajah dan sebelum menggunakan produk lain sebagai rutinitas perawatan kulit Anda.
 
Bahan-bahan: Aqua, Ethyl Ascorbic Acid, Propylene Glycol, Glycerin, Chamomile (Anthemis Nobilis) Extract, Carrot (Carota Sativa) Oil, Rosa Canina Fruit Oil(Rosehip), Carborner, Triethanolamine, Alcohol

Nomor BPOM : NA18200105520"
"1750671677-61","https://www.tokopedia.com/avoskinofficial/product","Toner","https://www.tokopedia.com/avoskinofficial/etalase/toner",">32%Toner Avoskin Your Skin Bae Niacinamide 100ml-Kulit Lembap & CerahRp122.000Rp179.000Hemat s.d. 5% Pakai Bonus5.07rb+ terjual","https://www.tokopedia.com/avoskinofficial/toner-avoskin-your-skin-bae-niacinamide-100ml-kulit-lembap-cerah-1729383164287747084?extParam=src%3Dshop%26whid%3D2812268&aff_unique_id=&channel=others&chain_key=","Toner Avoskin Your Skin Bae Niacinamide 100ml-Kulit Lembap & Cerah - green","Rp122.000","Avoskin Your Skin Bae Niacinamide 7% + Alpha Arbutin 1% + Kale Toner 100 ml
 
 
Toner Avoskin dari Your Skin Bae Series dengan kandungan Niacinamide 7% dipadukan oleh Alpha Arbutin 1% dan Kale yang bermanfaat untuk mencerahkan kulit, menjaga kulit agar tampak lebih sehat, merawat kulit pasca jerawat, menghidrasi kulit secara optimal, serta menyamarkan kemerahan dan tampilan pori-pori.
 
 
Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun.
 
 
Cara Penggunaan:
- Setelah mencuci muka, tuangkan beberapa tetes toner ke telapak tangan, usap dan tepuk-tepuk secara perlahan di seluruh area wajah dan leher. Tidak perlu dibilas.
- Gunakan serum sesuai kebutuhan dan jenis kulitmu, serta moisturizer untuk memberikan hidrasi ekstra.
- Untuk perlindungan kulit, akhiri rutinitas skincare pagi dengan sunscreen.
- Toner ini bisa digunakan di pagi dan malam hari.
 
 
Kandungan utama:
Niacinamide 7%, Alpha Arbutin 1%, dan Kale
 
 
Bahan-bahan:
Aqua, Niacinamide, Propylene Glycol, Glycerin, Alpha-Arbutin, Phenoxyethanol, Chlorphenesin, Sodium Bisulfite, Xanthan Gum, Tetrasodium EDTA, Hydrolyzed Vegetable Protein, Citric Acid, Leuconostoc/Radish Root Ferment Filtrate, Sodium Hydroxide"
"1750671682-62","https://www.tokopedia.com/avoskinofficial/product","Serum","https://www.tokopedia.com/avoskinofficial/etalase/serum",">32%Serum Avoskin Your Skin Bae Azeclair 30ml-Kulit Tampak Lebih HalusRp122.000Rp179.000Hemat s.d. 5% Pakai Bonus4.94rb+ terjual","https://www.tokopedia.com/avoskinofficial/serum-avoskin-your-skin-bae-azeclair-30ml-kulit-tampak-lebih-halus-1729456361576564748?extParam=whid%3D2812268%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","Serum Avoskin Your Skin Bae Azeclair 30ml-Kulit Tampak Lebih Halus","Rp122.000","Avoskin Your Skin Bae Azeclair 10% + Kombucha 3% + Niacinamide 2,5% Serum 30 ml
Salah satu serum Avoskin dari Your Skin Bae Series yang berfungsi sebagai brightening dan smoothing serum. Memiliki kandungan Azeclair yang mampu membantu mencerahkan kulit wajah tanpa membuat kulit kering dan iritasi. Kandungan niacinamide dan kombucha di dalamnya akan menghaluskan tekstur kulit sekaligus mencerahkan. Selain itu, serum ini juga efektif untuk menyamarkan kulit kemerahan, bekas jerawat PIE (Post Inflammatory Erythema) mengurangi tampilan pori-pori, mengurangi tampilan minyak berlebih, dan merawat kulit agar tetap halus.

Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun.

Cara Penggunaan:
- Setelah mencuci muka dan memakai toner/essence, oleskan beberapa tetes serum ke wajah dan pijat perlahan.
- Gunakan moisturizer untuk memberikan hidrasi ekstra.
- Serum ini bisa digunakan di malam hari.
- Untuk hasil maksimal, gunakan sunscreen di pagi hari

Kandungan utama:
Azeclair 10%, Kombucha 3%, dan Niacinamide 2,5%

Bahan-bahan:
Aqua, Propylene Glycol, Potassium Azeloyl Diglycinate, Saccharomyces/Xylinum/Black Tea Ferment, Niacinamide, Glycerin, Phenoxyethanol, Xanthan Gum, Allantoin, Chlorphenesin, Tetrasodium EDTA, Sodium Bisulfite, Hydroxyethylcellulose, Biosaccharide Gum-1, Sodium Citrate, Citric Acid, Caprylyl Glycol, Potassium Sorbate, Sodium Hydroxide

Nomor BPOM : NA18221900193"
"1750671685-63","https://www.tokopedia.com/avoskinofficial/product","Serum","https://www.tokopedia.com/avoskinofficial/etalase/serum",">33%Serum Avoskin Your Skin Bae Panthenol 30ml- Ceramid EssenceRp106.000Rp159.000Hemat s.d. 5% Pakai Bonus4.910rb+ terjual","https://www.tokopedia.com/avoskinofficial/serum-avoskin-your-skin-bae-panthenol-30ml-ceramid-essence-1729418943458674700?extParam=whid%3D2812268%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","Serum Avoskin Your Skin Bae Panthenol 30ml- Ceramid Essence - Skin Barrier","Rp106.000","Avoskin Your Skin Bae Panthenol 5% + Mugwort + Cica Barrier Hero Serum 30 ml
 
 
Serum Avoskin dari Your Skin Bae Series yang cocok sebagai skin barrier hero. Serum dengan perpaduan kandungan Panthenol 5%, Mugwort Extract, dan Cica Extract yang formulasinya difokuskan untuk menghidrasi kulit secara optimal, mencegah dehidrasi kulit, menyamarkan kerutan halus, sebagai antioksidan, serta merawat kulit agar halus dan sehat.
 
 
Dapat digunakan untuk semua jenis kulit, terutama kulit kering dan bisa dipakai untuk usia mulai dari 15 tahun.
 
 
Cara Penggunaan:
- Setelah mencuci muka dan memakai toner/essence, oleskan beberapa tetes serum ke wajah dan pijat perlahan.
- Gunakan moisturizer untuk memberikan hidrasi ekstra.
- Untuk perlindungan kulit, akhiri rutinitas skincare pagi dengan sunscreen.
- Serum ini bisa digunakan di pagi dan malam hari.
 
 
Kandungan utama:
Panthenol 5%, Mugwort, dan Cica
 
 
Bahan-bahan:
Aqua, Panthenol, Glycerin, Butylene Glycol, Centella Asiatica Extract, Hydroxyethylcellulose, Phenoxyethanol, Polyglutamic Acid, Chlorphenesin, Allantoin, Disodium EDTA, Sodium Bisulfite, Biosaccharide Gum-1, Artemisia Princeps Leaf Extract, 1,2-Hexanediol

Nomor BPOM : NA18230113152"
"1750671690-64","https://www.tokopedia.com/avoskinofficial/product","Lip Care","https://www.tokopedia.com/avoskinofficial/etalase/lip-care",">35%YSB Hybrid Elixir Lip Optimizer Serum (5 gr)-Serum BibirRp91.000Rp139.000Hemat s.d. 5% Pakai Bonus4.91rb+ terjual","https://www.tokopedia.com/avoskinofficial/ysb-hybrid-elixir-lip-optimizer-serum-5-gr-serum-bibir?extParam=whid%3D2812268%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","YSB Hybrid Elixir Lip Optimizer Serum (5 gr)-Serum Bibir","Rp91.000","Merupakan multipurpose product untuk perawatan bibir yang diperkaya dengan kandungan 1% Arnica Montana Flower Extract Solution, Hyaluronic Acid, Vitamin E, Jojoba Seed Oil, serta Argan Oil. Berfungsi untuk membantu melembapkan bibir, memberikan efek plumpy, serta dapat merawat warna bibir agar tampak lebih cerah. 

- Dapat digunakan untuk semua jenis kulit dan usia mulai dari 15 tahun. 
- Dapat digunakan untuk ibu hamil dan menyusui (Apabila ada keraguan bisa dikonsultasikan ke dokter terkait).

Cara Penggunaan:
- Aplikasikan ke bibir yang bersih. Dapat digunakan setiap hari pagi dan malam
- Dapat digunakan sebagai base sebelum menggunakan lip decorative product

Kandungan utama:
1% Arnica Montana Flower Extract Solution, Hyaluronic Acid, Vitamin E, Jojoba Seed Oil, dan Argan Oil

Bahan-bahan: 
Water, Butylene Glycol, Glycerin, Argania Spinosa Kernel Oil, Ammonium Acryloyldimethyltaurate/VP Copolymer, Phenoxyethanol, PEG-60 Hydrogenated Castor Oil, Titanium Dioxide (CI 77891), Silica, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polyglyceryl-10 Stearate, Isohexadecane, Ethylhexylglycerin, 1,2-Hexanediol, Dextrin, Stevioside, Polysorbate 80, Yellow 6 (CI 15985), Red 33 (CI 17200), Acid Red 18 (CI 16255), Sorbitan Oleate, Aluminum Hydroxide, Ammonium Polyacrylate, Arnica Montana Flower Extract, Polymethylsilsesquioxane, Blue 1 (Cl 42090), Sodium Hyaluronate, Tocopheryl Acetate, Simmondsia Chinensis (Jojoba) Seed Oil."
"1750671695-65","https://www.tokopedia.com/avoskinofficial/product","Cleanser","https://www.tokopedia.com/avoskinofficial/etalase/cleanser",">35%Deep Body Cleanser Avoskin My Serendipity No.0 200ml-Kulit BerjerawatRp91.000Rp139.000Hemat s.d. 5% Pakai Bonus4.9750+ terjual","https://www.tokopedia.com/avoskinofficial/deep-body-cleanser-avoskin-my-serendipity-no-0-200ml-kulit-berjerawat-1729568565671987212?extParam=src%3Dshop%26whid%3D2812268&aff_unique_id=&channel=others&chain_key=","Deep Body Cleanser Avoskin My Serendipity No.0 200ml-Kulit Berjerawat - 200ml","Rp91.000","Deep Body Cleanser Avoskin My Serendipity No.0 200ml-Kulit Berjerawat
 
 
Membersihkan badan terasa lebih menyegarkan dan menyenangkan dengan Avoskin My Serendipity No.0 Deep Body Cleanser yang hadir dengan aroma utama Sophisticated Frozen Pear, Rose, Satin musk, dan Sandalwood scent. Mengandung Salicylic Acid, Glycolic Acid, Ceraskin, AC Care 1000, Tea Tree Extract, Retinol yang selain membersihkan kulit, body cleanser ini juga membantu proses mengangkat kotoran pada kulit badan, memberikan kelembapan pada kulit, kaya akan antioksidan, dan merawat kulit agar tampak lebih sehat.
 
 
Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun.
 
 
Cara Penggunaan:
- Tuangkan My Serendipity Deep Body Cleanser secukupnya pada telapak tangan atau shower puff
- Ratakan dengan lembut ke seluruh tubuh
- Untuk hasil yang optimal, diamkan selama 30-60 detik lalu bilas dengan air
 
 
Note:
- Bisa digunakan untuk ibu hamil dan menyusui
- Simpan pada suhu ruang
 
 
Kandungan utama:
Salicylic Acid, Glycolic Acid, Ceraskin, AC Care 1000, Tea Tree Extract, dan Retinol
 
 
Bahan-bahan:
Aqua, Cocamidopropyl Betaine, Parfum, Sodium Cocoamphoacetate, Glycerin, PPG-20 Methyl Glucose Ether, Acrylates Copolymer, Sodium Chloride, Disodium Cocoyl Glutamate, Sodium Cocoyl Glutamate, Sodium Cocoyl Glycinate, Disodium Lauroyl Glutamate, Lauramidopropyl Hydroxysultaine, Phenoxyethanol, Hydrolyzed Jojoba Esters, Glycolic Acid, Polyquaternium-7, Coconut Acid, Sodium Cocoate, Melaleuca Alternifolia Leaf Extract, Ethylhexylglycerin, Trisodium Ethylenediamine Disuccinate, Nelumbo Nucifera Leaf Extract, PEG-7 Glyceryl Cocoate, Propylene Glycol, Angelica Gigas Extract, Camellia Sinensis Leaf Extract, Psidium Guajava Fruit Extract, Salicylic Acid, Amylopectin, Butylene Glycol, Dextrin, Xanthan Gum, Caprylic/Capric Triglyceride, Methyl Methacrylate Crosspolymer, Retinol, Hydrogenated Lecithin, Ceramide NP, Cholesterol, Tocopheryl Acetate, BHT, Phaseolus Radiatus Seed Extract, BHA, Avena Sativa Meal Extract"
"1750671698-66","https://www.tokopedia.com/avoskinofficial/product","Cleanser","https://www.tokopedia.com/avoskinofficial/etalase/cleanser",">35%Deep Body Cleanser Avoskin My Serendipity No.1 200ml-Mencerahkan KulitRp91.000Rp139.000Hemat s.d. 5% Pakai Bonus4.9500+ terjual","https://www.tokopedia.com/avoskinofficial/deep-body-cleanser-avoskin-my-serendipity-no-1-200ml-mencerahkan-kulit?extParam=src%3Dshop%26whid%3D2812268&aff_unique_id=&channel=others&chain_key=","Deep Body Cleanser Avoskin My Serendipity No.1 200ml-Mencerahkan Kulit","Rp91.000","Deep Body Cleanser Avoskin My Serendipity No.1 200ml-Mencerahkan Kulit
Membersihkan badan terasa lebih menyegarkan dan menyenangkan dengan Avoskin My Serendipity No.1 Deep Body Cleanser yang hadir dengan aroma utama Sophisticated Pomelo, Peony, Rose, dan Freesia scent. Mengandung Niacinamide, Vitamin C, Ceraskin, Peptide Complex, Rice Bran Extract, dan Green Tea Extract yang selain membersihkan kulit, body Cleanser ini membantu menjaga elastisitas kulit, merawat kulit agar tampak cerah, memberikan kelembapan kulit, mengandung antioksidan dan membantu menenangkan kulit yang teriritasi ringan.
 
 
Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun. 
 
 
Cara Penggunaan: 
- Tuangkan My Serendipity Deep Body Cleanser secukupnya pada telapak tangan atau shower puff 
- Ratakan dengan lembut ke seluruh tubuh 
- Untuk hasil yang optimal, diamkan selama 30-60 detik lalu bilas dengan air 
 
Note: 
- Bisa digunakan untuk ibu hamil dan menyusui 
- Simpan pada suhu ruang
 
Kandungan utama: Niacinamide, Vitamin C, Ceraskin, Peptide Complex, Rice Bran Extract, dan Green Tea Extract
 
Bahan-bahan:
Aqua, Cocamidopropyl Betaine, Sodium Cocoamphoacetate, Glycerin, Parfum, PPG-20 Methyl Glucose Ether, Acrylates Copolymer, Disodium Cocoyl Glutamate, Sodium Cocoyl Glutamate, Sodium Chloride, Sodium Cocoyl Glycinate, Disodium Lauroyl Glutamate, Lauramidopropyl Hydroxysultaine, Phenoxyethanol, Niacinamide, Hydrolyzed Jojoba Esters, Polyquaternium-7, Coconut Acid, Sodium Cocoate, Oryza Sativa Extract, Ethylhexylglycerin, Camellia Sinensis Extract, Butylene Glycol, Trisodium Ethylenediamine Disuccinate, PEG-7 Glyceryl Cocoate, 3-O-Ethyl Ascorbic Acid, 1,2-Hexanediol, Ceramide NP, Saccharomyces Polypeptides, Glycine Max Polypeptide, Acetyl Tetrapeptide-5, Palmitoyl Pentapeptide-4, Palmitoyl Tripeptide-1, Palmitoyl Tripeptide-5."
"1750671703-67","https://www.tokopedia.com/avoskinofficial/product","Produk Terjual","https://www.tokopedia.com/avoskinofficial/etalase/sold?sort=7",">42%Travel Toner Avoskin Miraculous Refining 20ml-AHA BHA PHA-Eksfoliasi WajahRp63.000Rp109.000Hemat s.d. 5% Pakai Bonus4.910rb+ terjual","https://www.tokopedia.com/avoskinofficial/travel-toner-avoskin-miraculous-refining-20ml-aha-bha-pha-eksfoliasi-wajah-1729383046571459596?extParam=whid%3D2812268%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","Travel Toner Avoskin Miraculous Refining 20ml-AHA BHA PHA-Eksfoliasi Wajah - red","Rp63.000","Avoskin Miraculous Refining Toner 20 ml
 
 
Avoskin Miraculous Refining Toner kini hadir dengan kemasan travel size yang mudah dibawa kemana saja dan cocok untuk sahabat AVO yang ingin mencoba toner eksfoliasi ini untuk pertama kalinya. Memiliki kandungan yang sama seperti kemasan fullsizenya yaitu AHA-BHA-PHA-PGA yang dipadukan dengan Niacinamide, Tea Tree 2%, Witch Hazel, dan Aloe Vera. Perpaduan kandungan tersebut membuat produk ini efektif untuk memaksimalkan proses eksfoliasi kulit sekaligus menjaga kelembapan kulit, menyamarkan noda hitam, menyamarkan tampilan pori-pori, membantu menghaluskan tekstur kulit, membantu mencerahkan dan meratakan warna kulit.
 
 
Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun.
 
 
Cara Penggunaan:
- Setelah mencuci muka, tuangkan beberapa tetes toner ke kapas dan usap secara perlahan di seluruh area wajah dan leher. Tidak perlu dibilas.
- Gunakan serum serta moisturizer untuk memberikan hidrasi ekstra.
- Toner ini bisa digunakan di malam hari.
- Untuk hasil maksimal, gunakan sunscreen di pagi hari.
- Pada awal pemakaian, disarankan untuk frekuensi pemakaian maksimal 3 kali seminggu.
- Hindari kontak pada area mata saat pemakaian. Bila terjadi iritasi maka hentikan penggunaan sementara dan disarankan untuk segera konsultasi dengan ahlinya.
 
 
AHA-BHA-PHA-PGA, Niacinamide, Tea Tree 2%, Witch Hazel, dan Aloe Vera
 
 
Bahan-bahan:
Water, Glycerin, Glycolic Acid, Butylene Glycol, Propylene Glycol, Gluconolactone, Melaleuca Alternifolia (Tea Tree) Leaf Extract, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Niacinamide, Chamomilla Recutita (Matricaria) Flower Extract, Rubus Idaeus (Raspberry) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Salicylic Acid, Acer Saccharum (Sugar Maple) Extract, Portulaca Oleracea Extract, Aloe Barbadensis Leaf Juice, Amylopectin, Dextrin, Xanthan Gum, Tetrasodium EDTA, Sodium Hydroxymethylglycinate, Polyglutamic Acid"
"1750671706-68","https://www.tokopedia.com/avoskinofficial/product","Produk Terjual","https://www.tokopedia.com/avoskinofficial/etalase/sold?sort=7",">43%Toner Avoskin Perfect Hydrating Treatment Essence 30ml-Kulit GlowingRp97.000Rp169.000Hemat s.d. 5% Pakai Bonus4.910rb+ terjual","https://www.tokopedia.com/avoskinofficial/toner-avoskin-perfect-hydrating-treatment-essence-30ml-kulit-glowing-1729383046404867084?extParam=whid%3D2812268%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","Toner Avoskin Perfect Hydrating Treatment Essence 30ml-Kulit Glowing - white","Rp97.000","Avoskin Perfect Hydrating Treatment Essence 30ml
 
 
Avoskin Perfect Hydrating Treatment Essence juga hadir dengan ukuran mini yang mudah digunakan di mana dan kapan saja. Seperti fullsizenya, formula andalan dari produk ini yaitu Chamomile oil dan ET-VC. Kedua kandungan tersebut bermanfaat untuk melembapkan kulit, menjaga elastisitas kulit, membantu kulit agar tampak lebih cerah, merawat kulit berjerawat, membantu menenangkan kulit, sebagai antioksidan, dan menyiapkan kulit untuk menyerap skincare berikutnya agar dapat bekerja lebih maksimal. Produk ini merupakan salah satu produk Avoskin yang minimal ingredients dan mengandung fatty alcohol. Kandungan alcohol jenis fatty ini berfungsi sebagai carrying agent yang membantu penyerapan kandungan lainnya serta efektif untuk melembutkan kulit.
 
 
Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 15 tahun.
 
 
Cara Penggunaan:
- Tuangkan sedikit Perfect Hydrating Treatment Essence ke telapak tangan.
- Usap dan tepuk-tepuk secara merata ke seluruh wajah hingga meresap dengan sempurna.
- Gunakan setiap pagi dan malam setelah mencuci wajah atau setelah menggunakan toner.
- Untuk ekstra hidrasi, gunakan juga serum dan moisturizer yang sesuai kebutuhan dan jenis kulitmu.
- Akhiri dengan sunscreen, untuk perlindungan di pagi hari.
- Perfect Hydrating Treatment Essence juga bisa digunakan sebagai pelembap atau primer sebelum bermakeup.
 
 
Kandungan utama:
Chamomile oil dan ET-VC
 
 
Bahan-bahan:
Aqua, Ethyl Ascorbic Acid, Propylene Glycol, Glycerin, Chamomile (Anthemis Nobilis) Extract, Carrot (Carota Sativa) Oil, Rosa Canina (Rosehip) Oil, Carbomer, Triethanolamine, Alcohol.

Nomor BPOM : NA18200105520"
"1750671708-69","https://www.tokopedia.com/avoskinofficial/product","Produk Terjual","https://www.tokopedia.com/avoskinofficial/etalase/sold?sort=7",">31%Ampoule Avoskin Miraculous Retinol 30ml-Anti Aging & Samarkan KerutanRp207.000Rp299.000Hemat s.d. 5% Pakai Bonus4.910rb+ terjual","https://www.tokopedia.com/avoskinofficial/ampoule-avoskin-miraculous-retinol-30ml-anti-aging-samarkan-kerutan-1729382316990497804?extParam=whid%3D2812268%26src%3Dshop&aff_unique_id=&channel=others&chain_key=","Ampoule Avoskin Miraculous Retinol 30ml-Anti Aging & Samarkan Kerutan - Red","Rp207.000","Avoskin Miraculous Retinol Ampoule 30 ml
 
Avoskin Miraculous Retinol Ampoule memiliki kandungan utama 3% Actosome Retinol yang lebih ringan dibandingkan dengan Retinol lainnya. Dipadukan dengan kandungan Vitamin E, Peptide, Ekstrak Pomegranate, dan Ekstrak Green Tea yang optimal untuk membantu memicu regenerasi sel kulit, membantu mencegah munculnya tanda penuaan dini pada kulit, menyamarkan noda hitam dan garis halus, menjaga kekenyalan atau elastisitas kulit, serta membantu mencerahkan kulit wajah.
 
 
Dapat digunakan untuk semua jenis kulit dan bisa dipakai untuk usia mulai dari 20 tahun ke atas.
 
 
Cara Penggunaan:
- Setelah mencuci muka dan memakai toner/essence, oleskan beberapa tetes Miraculous Retinol Ampoule ke wajah dan pijat perlahan.
- Gunakan moisturizer untuk memberikan hidrasi ekstra.
- Ampoule ini bisa digunakan di malam hari.
- Untuk hasil maksimal, gunakan sunscreen di pagi hari.
- Pada awal pemakaian, disarankan untuk frekuensi pemakaian maksimal 3 kali seminggu.
- Bila terjadi iritasi maka hentikan penggunaan sementara dan disarankan untuk segera konsultasi dengan ahlinya.
 
 
Kandungan utama:
3% Actosome Retinol, Vitamin E, Peptide, Ekstrak Pomegranate, dan Ekstrak Green Tea
 
 
Bahan-bahan:
Water, Propylene Glycol, Glycerin, Phenoxyethanol, Carbomer, PEG-40 Hydrogenated Castor Oil, Caprylic/Capric Triglyceride, Camellia Sinensis (Green Tea) Leaf Extract, Methyl Methacrylate Crosspolymer, Polyglutamic Acid, Tetrasodium EDTA, Retinol, Hydrogenated Lecithin, Ethylhexylglycerin, Cholesterol, Biosaccharide gum-1, Tocopheryl Acetate, Rubus Idaeus (Raspberry) Fruit Extract, BHT, Punica Granatum (Fruit) Extract, Butylene Glycol, Phaseolus Radiatus Seed Extract BHA, Avena Sativa (Oat) Meal Extract, Palmitoyl Hexapeptide-12

Nomor BPOM : NA18200101056"
